"legis.names","party","idealpoint","sd","term","term.session","KMT.whip","DPP.whip","KMT.whipName","DPP.whipName","group.mu","ideal.distance","ideal.inter.distance","year","session","election","vote_get","vote_rate","con_size","bigdist","middist","windegree","ballotindex","sex","degree","areaName","party.D","party.K","system.change","PR.legis"
"謝明源","D",-1.18787265228079,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,0,5.12980053606863,2002,"1",0,48148,0.1113,7,0,1,0.89043414,0.0282949888571804,1,"國立中興大學企管系畢業、;南華大學亞太研究所碩士學分班;","台中市",1,0,0,0
"謝鈞惠","P",0.962106888980686,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.999873304162722,0.00142630211570186,NA,2002,"1",0,37645,0.0706,8,0,1,0.63581651,0.0310386018520854,1,"美國威廉斯大學榮譽政治學博士;","台南縣",0,0,0,0
"謝章捷","P",1.00998738696486,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.999873304162722,0.000102294670928596,NA,2002,"1",0,42977,0.0699,10,1,0,0.76939364,0.0202299207447254,1,"北斗螺青國小、;北斗國中、;曉陽商工職校、;國立臺中商專企管科、;逢甲大學合作經濟學系、;銘傳大學財務金融研究所;","彰化縣",0,0,0,0
"賴勁麟","D",-1.18472274991511,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,9.9218849133306e-06,5.11554199054499,2002,"1",0,42398,0.0722,9,1,0,0.72196056,0.0239582939828605,1,"臺大政治系畢;","台北縣第三選舉區",1,0,0,0
"賴清德","D",-1.18759061392149,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,7.95456361205605e-08,5.12852303470206,2002,"1",0,45899,0.1398,6,0,1,0.97862691,0.00652038742986204,1,"臺大醫學院復健醫學系、;成大醫學院學士後醫學系、;美國哈佛大學公共衛生學院碩士;","台南市",1,0,0,0
"趙永清","D",-1.13548925389683,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,0.00274402042625335,4.89525757873523,2002,"1",0,36774,0.0626,9,1,0,0.6261941,0.0464278266854672,1,"美國紐約大學政治學碩士、;美國政治管理研究院畢業、;政治大學政治系法學士;","台北縣第三選舉區",1,0,0,0
"趙良燕","P",1.01138158655418,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.999873304162722,0.000132440563601633,NA,2002,"1",0,36449,0.063,9,1,0,0.62979922,0.0288708853339057,0,"文化大學新聞系畢業;","高雄縣",0,0,0,0
"邱創良","O1",0.0135997413982731,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-0.0273020285164385,0.001672954782156,NA,2002,"1",0,38258,0.0486,13,1,0,0.68087194,0.00770787266140931,1,"國立臺北商業技術學院畢;","桃園縣",0,0,0,0
"邱創進","D",-1.16432166507637,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,0.000554648998303014,5.02367362660767,2002,"1",0,46835,0.0762,10,1,0,0.8384613,0.0180705865670061,1,"大葉大學工業關係所碩士班、;逢甲大學建築系、;彰化高中、;彰化國中、;中山國小;","彰化縣",1,0,0,0
"邱垂貞","D",-1.18472274991511,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,9.9218849133306e-06,5.11554199054499,2002,"1",0,54351,0.0691,13,1,0,0.96727667,0.0176377949071717,1,"國立中央大學企業經理管理碩士班;","桃園縣",1,0,0,0
"邱太三","D",-1.17840505700295,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,8.96353603449745e-05,5.08700373909667,2002,"1",0,42048,0.0635,11,1,0,0.76256686,0.0195582259786012,1,"臺中一中、;臺大法律系、;臺大法律研究所、;臺大國家發展研究所、;司法官訓練所第二十三期結業;","台中縣",1,0,0,0
"邱彰","D",-0.794085819191692,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,0.155068069914344,3.50108804977801,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,0,"臺灣大學畢業、;美國哥倫比亞大學碩士及法學博士、;美國新澤西州立大學生物化學博士;","全國不分區",1,0,0,0
"邱毅","P",1.08644133583586,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.999873304162722,0.00749402410776234,NA,2002,"1",0,39038,0.1285,5,0,1,0.77071501,0.011449209060678,1,"鳳山國小、;鳳山國中、;高雄中學、;臺灣大學學士、;臺灣大學農業經濟碩士、;臺灣大學經濟學博士、;美國康乃爾大學博士後研究;","高雄市第二選舉區",0,0,0,0
"邱永仁","D",-1.18134605559822,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,4.25964642570156e-05,5.10027887267878,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,1,"高雄醫學大學醫學系畢、;日本久留米大學醫學博士;","全國不分區",1,0,0,0
"邱議瑩","D",-0.942383444891752,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,0.0602649509444999,4.07804538348758,2002,"1",0,49752,0.1214,7,0,1,0.97128717,0.0155108992955713,0,"澳洲羅倫馬賓商業學院畢業、;美國舊金山多明尼肯大學企管研究所;","屏東縣",1,0,0,0
"邱鏡淳","K",0.811938613094717,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,0.0702753760118432,3.9992450971228,2002,"1",0,64673,0.3169,3,0,0,1.26740842,0.0113673906082674,1,"竹東高中畢業、;明新技術學院畢業、;東海大學公共行政研究所結業、;美國聖湯瑪斯大學國際管理碩士;","新竹縣",0,1,0,0
"郭俊銘","D",-1.14381560473086,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,0.00194102343881697,4.93217139062477,2002,"1",0,78620,0.1188,NA,1,0,0.11882056,0.0237662949855351,1,"東勢國小、;師大附中、;成功大學材料工程系畢業;","台中縣",1,0,0,0
"郭榮宗","D",-1.14973755618776,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,0.00145428555402524,4.95850998303539,2002,"1",0,43482,0.0553,13,1,0,0.7738427,0.0553149856624191,1,"國立中壢高中畢業、;國立海洋大學航管系畢業、;國立海洋大學航管研究所;","桃園縣",1,0,0,0
"郭正亮","D",-0.947679720501107,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,0.0576926444769211,4.09946421298095,2002,"1",0,46297,0.0769,10,1,0,0.84566207,0.00648560157047193,1,"高雄中學、;臺大心理系畢業、;臺大社會學碩士、;美國耶魯大學政治學博士;","台北市第二選舉區",1,0,0,0
"郭添財","K",0.984587749440227,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,0.0085462436306012,4.71958419704586,2002,"1",0,45035,0.0845,8,0,1,0.76063213,0.0796612920873811,1,"關廟國小、國中;臺南師範學院;高雄師範大學教育碩士;國立政治大學教育博士;美國伊利諾大學芝加哥校區博士後研究;英國南漢普敦大學訪問研究;","台南縣",0,1,0,0
"郭玟成","D",-1.186945495565,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,8.59619575639482e-07,5.12560154951963,2002,"1",0,41503,0.1366,5,0,1,0.81938074,0.0223906472110367,1,"過路國小、;興國中學、;臺南二中;","高雄市第二選舉區",1,0,0,0
"鄭三元","P",1.09667208828967,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.999873304162722,0.00937000460845576,NA,2002,"1",0,50400,0.0858,9,1,0,0.85822001,0.0784042080182092,1,"師大附中畢業、;東吳大學畢業、;國立中興大學公共政策研究所結業;","台北縣第三選舉區",0,0,0,0
"鄭余鎮","D",-1.18225276211892,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,3.1583165431526e-05,5.10437506999725,2002,"1",0,67710,0.1127,10,1,0,1.23934639,0.0518874598974437,1,"新莊國小、;大同中學、;成功高中、;臺北工專、;國立臺北科技大學商管研究所;","台北縣第二選舉區",1,0,0,0
"鄭國忠","D",-1.18787265228079,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,0,5.12980053606863,2002,"1",0,41300,0.0775,8,0,1,0.69754873,0.0122423967011078,1,"臺南神學院神學系畢業、;芝加哥神學研究院神學碩士;","台南縣",1,0,0,0
"鄭志龍","P",0.730707609198007,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.999873304162722,0.0724501713458378,NA,2002,"1",0,45447,0.0912,8,0,1,0.82088462,0.0152285814490131,1,"文化大學體育系;","台北縣第一選舉區",0,0,0,0
"鄭朝明","D",-1.18787265228079,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,0,5.12980053606863,2002,"1",0,34669,0.0846,7,0,1,0.67682817,0.0189228884514137,1,"萬丹國小、;中正初中、;屏東高工、;高雄工專、;國立空中大專、;一九八一年中醫師檢定考試及格、;國立中山大學企業經理研究班結業、;美國喬治梅瑟大學企管碩士、;教育部大學講師審定合格;","屏東縣",1,0,0,0
"鄭美蘭","P",1.08842673606446,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.999873304162722,0.00784171030157621,NA,2002,"1",0,27359,0.1341,4,0,0,0.67039613,0.019722933282189,0,"梗枋國民小學、;頭城國民中學、;省立宜蘭商業職業學校、;臺北商專企業管理科畢業;","宜蘭縣",0,0,0,0
"鄭貴蓮","D",-1.18059175830084,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,5.30114171472627e-05,5.09687246223379,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,0,"東吳大學中文系畢業;","全國不分區",1,0,0,0
"鄭逢時","K",1.01838023785181,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,0.00344022218579556,4.86755181521848,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,1,"東海大學公共事務碩士;","全國不分區",0,1,0,0
"鄭金玲","P",1.07945304046048,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.999873304162722,0.00633293442922064,NA,2002,"1",0,37666,0.0479,13,1,0,0.67033621,0.0137861717879533,0,"日本拓殖大學商學部畢業;","桃園縣",0,0,0,0
"錢林慧君","T",-0.553662604738441,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-0.608651219621474,0.00302374776675452,NA,2002,"1",0,37141,0.1131,6,0,1,0.79189486,0.00293882561071061,0,"國立臺灣大學畢業、;美國賓州州立大學碩士、;日本國立長崎大學醫學博士;","台南市",0,0,0,0
"鍾榮吉","P",1.0719072535418,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.999873304162722,0.00518888986314737,NA,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,1,"政治大學新聞系、;美國東西文化中心傳播研究所結業;","全國不分區",0,0,0,0
"鍾紹和","P",1.07313773291535,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.999873304162722,0.00536767652044929,NA,2002,"1",0,47252,0.0816,9,1,0,0.81646335,0.0311486250791147,1,"屏東中學畢、;文化大學畢、;中山大學公共行政研究所研究;","高雄縣",0,0,0,0
"關沃暖","K",0.968956821022717,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,0.0116805999099546,4.6519133769107,2002,"1",0,NA,NA,8,NA,NA,NA,NA,1,"成功大學土木工程系畢業、;美國杜蘭大學土木研究所研究;","僑選",0,1,0,0
"陳健民","K",1.07804364857568,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,1.02010695244363e-06,5.13437668248706,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,1,"臺灣大學法律系畢業、;中國文化大學法學碩士;","全國不分區",0,1,0,0
"陳健治","K",1.0763890802699,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,4.15463863873994e-07,5.12688119349347,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,1,"國立政治大學畢業、;美國密蘇里州立東北大學碩士;","全國不分區",0,1,0,0
"陳其邁","D",-0.919771300203105,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,0.0718783349858846,3.98722998972223,2002,"1",0,56550,0.1449,6,0,1,1.01448755,0.0162365122252428,1,"臺灣大學預防醫學碩士;","高雄市第一選舉區",1,0,0,0
"陳劍松","P",1.04258491894268,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.999873304162722,0.00182428203711148,NA,2002,"1",0,35612,0.1052,6,0,1,0.73658737,0.0209613528747193,1,"蔦松國小、;正心中學、;國立嘉義高中、;國立中興大學土木工程研究所、;水利工程高考及格;","雲林縣",0,0,0,0
"陳勝宏","D",-1.18787265228079,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,0,5.12980053606863,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,1,"逢甲大學畢業;","全國不分區",1,0,0,0
"陳唐山","D",-1.18134605559822,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,4.25964642570156e-05,5.10027887267878,2002,"1",0,60654,0.1138,8,0,1,1.02443391,0.0154464651588778,1,"臺南縣鹽水國小、;嘉義中學初、高中部、;臺灣大學大氣物理系畢業、;美國奧克拉荷馬大學碩士、;普渡大學博士;","台南縣",1,0,0,0
"陳學聖","K",0.951465764036183,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,0.0157672927633647,4.57676885952963,2002,"1",0,34915,0.058,10,1,0,0.63775819,0.0101776937016035,1,"靜心中小學、建國中學、;台灣大學政治系、;美國明尼蘇達州Metropolitan State University;公共行政管理碩士、;淡江大學大陸研究所碩士班（進修中）;","台北市第二選舉區",0,1,0,0
"陳宏昌","K",0.835596742780611,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,0.0582917778179408,4.09442839275017,2002,"1",0,36611,0.0609,10,1,0,0.67011831,0.0306315311068297,1,"四海工商專校、;菲律賓東方大學企管碩士;","台北縣第二選舉區",0,1,0,0
"陳宗義","D",-0.911648354049986,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,0.0762998629331018,3.95485609387793,2002,"1",0,39110,0.0497,13,1,0,0.69603486,0.0594031463231007,1,"中山國小、;桃園國中、;振聲中學、;成功高中、;國立臺灣大學法律系畢業;","桃園縣",1,0,0,0
"陳建銘","T",-0.630124698969869,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-0.608651219621474,0.000461110315325915,NA,2002,"1",0,40412,0.0653,10,1,0,0.71801432,0.0173852418399464,1,"1.社子國小;2.陽明國中;3.光武工專;4.輔仁大學;5.美國西堤大學管理學碩士;6.國立臺北大學企研所研究;7.美國加州專業心理大學(C.S.P.P)博士;","台北市第一選舉區",0,0,0,0
"陳志彬","P",0.803344061127338,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.999873304162722,0.038623743368061,NA,2002,"1",0,29007,0.1173,4,0,0,0.58657117,0.0110629437741085,1,"草屯國小畢業、;草屯初中畢業、;省立臺中二中畢業、;國立中興大學企管系畢業;","南投縣",0,0,0,0
"陳忠信","D",-0.927550182299826,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,0.0677677883769918,4.01835632120875,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,1,"東海大學畢業;","全國不分區",1,0,0,0
"陳文茜","P",0.56862442364365,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.999873304162722,0.185975596948952,NA,2002,"1",0,40108,0.0666,10,1,0,0.73261365,0.00802712888062532,0,"臺灣大學法律系法學組、;紐約新社會研究學院歷史社會學博士班;","台北市第二選舉區",0,0,0,0
"陳景峻","D",-1.12104560938633,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,0.00446585366201888,4.8315524091521,2002,"1",0,41999,0.0699,10,1,0,0.76873887,0.0445084192420802,1,"文化大學行政管理學系畢業、;臺灣大學管理研究所研究;","台北縣第二選舉區",1,0,0,0
"陳朝龍","D",-1.18787265228079,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,0,5.12980053606863,2002,"1",0,54213,0.0923,9,1,0,0.92314844,0.023551739062165,1,"國立臺北科技大學畢（前臺北工專）;","台北縣第三選舉區",1,0,0,0
"陳杰","K",0.927632576103831,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,0.0223206794273206,4.47536237132268,2002,"1",0,37452,0.061,10,1,0,0.6704826,0.0571924166895947,1,"省立彰化高商畢業、;國立臺中商專附設空中商專畢業、;日本近畿大學畢業;","彰化縣",0,1,0,0
"陳根德","K",0.984726551020927,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,0.00852059962357705,4.72018729818727,2002,"1",0,41449,0.0527,13,1,0,0.7376617,0.0319485400794732,1,"陳康國小、;大園國中、;省立桃園農工、;大學肄業;","桃園縣",0,1,0,0
"陳茂男","D",-1.18787265228079,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,0,5.12980053606863,2002,"1",0,76101,0.1266,10,1,0,1.39293309,0.0310717312972341,1,"國立臺中商專、;文化大學觀光研究所、;美國哈佛大學政經研究班;","台北縣第二選舉區",1,0,0,0
"陳進丁","K",0.595775245544638,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,0.231609647175196,3.18139982341708,2002,"1",0,32691,0.0532,10,1,0,0.58524903,0.0431411714821205,1,"陸軍運輸學校、;政治大學企業管理、;中興大學夜間部公共行政、;美國西太平洋大學企業管理系畢;","彰化縣",0,1,0,0
"陳進興","P",1.07405854342226,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.999873304162722,0.00550344972399559,NA,2002,"1",0,40842,0.2001,3,0,0,0.80038802,0.00844698481919351,1,"國立臺灣大學法律系畢業、;行政人員高考及格、;律師高考及格、;特種考試甲級稅務人員甄試及格;","新竹縣",0,0,0,0
"陳道明","D",-1.17852622947214,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,8.73556193181516e-05,5.0875503479327,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,1,"屏東師範普師科畢業、;臺北醫學大學醫學系畢業;","全國不分區",1,0,0,0
"陳金德","D",-1.15142384749801,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,0.0013285153700933,4.96602279646721,2002,"1",0,39951,0.1958,4,0,0,0.97894644,0.0250538665536561,1,"臺大化工研究所;","宜蘭縣",1,0,0,0
"陳麗惠","K",0.504835583756198,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,0.327410621444374,2.86526117234746,2002,"1",0,32599,0.0563,9,1,0,0.56327539,0.0181854834203575,0,"鳥松國小畢、;文山國中畢、;佛光山普門中學畢、;國立中山大學行政法班結業、;日本愛知大學經濟學學士、;英國肯特大學國際衝突分析碩士;","高雄縣",0,1,0,0
"章仁香","K",0.957582445242467,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,0.0142685891554976,4.60297757548854,2002,"1",0,11311,0.1655,4,0,0,0.82766241,NA,0,"國立中興大學畢業、;中國文化大學實業計劃研究所畢業、;革命實踐研究院政治人才培訓班第一期結業;","平地原住民",0,1,0,0
"章孝嚴","K",0.671991132650646,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,0.164059436918728,3.4590932984995,2002,"1",0,46263,0.0768,10,1,0,0.84504102,0.00797811746441644,1,"省立新竹中學畢業、;東吳大學學士、;美國喬治城大學碩士、;美國聖約翰大學榮譽法學博士;","台北市第二選舉區",0,1,0,0
"顏清標","O1",0.616589516612278,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-0.0273020285164385,0.414596321888246,NA,2002,"1",0,34003,0.0514,11,1,0,0.61666573,0.0426434867782959,1,"高中畢;","台中縣",0,0,0,0
"顏錦福","D",-1.18787265228079,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,0,5.12980053606863,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,1,"國立師範大學畢業;","全國不分區",1,0,0,0
"顧崇廉","P",1.09359464217689,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.999873304162722,0.00878368919916532,NA,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,1,"海軍官校四十三年班畢業、;美國海軍大學戰爭學院一九七七年班畢業;","全國不分區",0,0,0,0
"饒穎奇","K",1.03482768115674,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,0.00178134339523928,4.94039677226333,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,1,"中興大學社會學系畢業;","全國不分區",0,1,0,0
"馮定國","P",0.803802808674482,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.999873304162722,0.038443639201004,NA,2002,"1",0,56020,0.0847,11,1,0,1.01595784,0.0186557042148057,1,"霧峰光復國小、;臺中一中、;建國中學、;文大經濟系法學士、;紐約大學電腦碩士、;丹佛教育博士;","台中縣",0,0,0,0
"高仲源","K",0.823086699667244,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,0.0644890511118332,4.04395751518727,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,1,"空軍軍官學校飛行第37期;三軍大學空軍學院63年班;美國空軍儀器飛行學校教官班1975年班;","全國不分區",0,1,0,0
"高孟定","O1",-0.358020348015373,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-0.0273020285164385,0.109374606852199,NA,2002,"1",0,33961,0.1004,6,0,1,0.70243861,0.00987075881351883,1,"饒平國小、;省立斗六中學初中部、;臺北市立建國中學、;逢甲大學都市計畫系、;臺灣大學土木工程碩士、;臺灣大學都市計畫博士;","雲林縣",0,0,0,0
"高志鵬","D",-1.18673366710654,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,1.29728722717303e-06,5.12464244396819,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,1,"建國中學、;輔仁大學法律系財經法律組畢業、;律師高考及格;","全國不分區",1,0,0,0
"高明見","P",1.01741035347896,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.999873304162722,0.000307548098720055,NA,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,1,"臺大醫學院醫學士、;日本國立東京醫科齒科大學腦神經外科醫學博士、;美國哈佛大學麻省總醫院腦神經外科研究員;","全國不分區",0,0,0,0
"高育仁","K",0.582010704086133,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,0.245047712163559,3.13248709514466,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,1,"國立臺灣大學法律系畢業、;美國聖若望大學榮譽法學博士、;司法官、;外交官、;律師考試及格;","全國不分區",0,1,0,0
"高金素梅","O1",-0.013435816692361,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-0.0273020285164385,0.000192271830350186,NA,2002,"1",0,8909,0.1042,4,0,0,0.5208175,NA,0,"臺中縣和平國小、;和平國中、;青年高中影視科畢業;","山地原住民",0,0,0,0
"魏明谷","D",-0.960655891129809,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-1.09858696595551,0.0516274565479436,4.15217864619852,2002,"1",0,55559,0.0904,10,1,0,0.99464228,0.0146544506315738,1,"大葉大學事業經營所、;臺中商專畢、;員林高中畢、;埔心國中畢、;太平國小畢;","彰化縣",1,0,0,0
"黃健庭","K",0.714347968484276,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,0.131540900046779,3.61844329006385,2002,"1",0,30255,0.4252,1,0,0,0.85036117,0.0307942122515038,1,"臺東縣立復興國小、;新生國中、;臺北市成功高中、;國立政治大學國貿系畢業、;美國加州聖塔克拉拉大學企管碩士;","台東縣",0,1,0,0
"黃宗源","T",-0.683718951664627,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-0.608651219621474,0.0056351643941026,NA,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,1,"中華大學企業管理學系學分班;","全國不分區",0,0,0,0
"黃德福","K",1.03624502924585,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,0.0016637111860612,4.94669946127944,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,1,"美國西北大學政治學博士、;政治大學政治研究所碩士、;政治大學政治學系畢;","全國不分區",0,1,0,0
"黃政哲","T",-0.626689161766512,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",-0.608651219621474,0.00032536735682774,NA,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,1,"聯勤財務經理學校畢業;","全國不分區",0,0,0,0
"黃敏惠","K",0.842716602385186,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,0.0549044765224918,4.12329272116494,2002,"1",0,36730,0.3062,2,0,0,0.91845665,0.00109648820866435,0,"國立嘉義大學管理研究所碩士學分班、;國立師範大學國文系、;宏仁女中、;嘉義國中、;垂楊國小;","嘉義市",0,1,0,0
"黃昭順","K",1.07805818676552,0.0428410632839656,5,"5-1",1.07703364513388,-1.18787265228079,"曾永權","柯建銘",0.824819333271063,1.04968555495925e-06,5.13444256734111,2002,"1",0,NA,NA,NA,NA,NA,NA,NA,0,"臺南女中、;高醫藥學系畢;","全國不分區",0,1,0,0
